,finess,type
4039,130003833,Privé
4040,130003858,Privé
4041,130003866,Privé
4042,130003874,Privé
4043,130003882,Privé
4044,130003908,Privé
4045,130003916,Privé
4046,130003924,Privé
4047,130003932,Privé
4048,130003940,Public
4049,130003957,Privé
4050,130003965,Privé
4051,130003981,Privé
4052,130004013,Privé
4053,130004039,Privé
4054,130004047,Public
4055,130004112,Privé
4056,130004344,Privé
4057,130004351,Privé
4058,130004369,Privé
4059,130004377,Privé
4060,130004385,Privé
4061,130004393,Privé
4062,130004401,Privé
4063,130004419,Privé
4064,130004427,Privé
4065,130004435,Privé
4066,130004443,Privé
4067,130004450,Privé
4068,130004468,Privé
4069,130004476,Privé
4070,130004484,Privé
4071,130004500,Privé
4072,130004534,Privé
4073,130004542,Privé
4074,130004575,Privé
4075,130004583,Public
4076,130004609,Public
4077,130004708,Public
4078,130004765,Privé
4079,130004799,Privé
4080,130004807,Privé
4081,130004815,Privé
4082,130004823,Privé
4083,130004831,Privé
4084,130004864,Privé
4085,130004872,Privé
4086,130004880,Privé
4087,130004898,Privé
4088,130004906,Privé
4089,130004914,Privé
4090,130004922,Privé
4091,130004930,Privé
4092,130004971,Privé
4093,130005036,Public
4094,130005044,Public
4095,130005051,Public
4096,130005069,Public
4097,130005077,Public
4098,130005085,Public
4099,130005093,Public
4100,130005101,Public
4101,130005119,Public
4102,130005127,Public
4103,130005135,Public
4104,130005143,Public
4105,130005150,Public
4106,130005168,Public
4107,130005176,Public
4108,130005184,Public
4109,130005192,Public
4110,130005200,Public
4111,130005218,Public
4112,130005226,Public
4113,130005234,Public
4114,130005242,Public
4115,130005259,Public
4116,130005267,Public
4117,130005275,Public
4118,130005283,Public
4119,130005291,Public
4120,130005309,Public
4121,130005317,Public
4122,130005325,Public
4123,130005333,Privé
4124,130005341,Privé
4125,130005358,Privé
4126,130005366,Privé
4127,130005374,Privé
4128,130005382,Privé
4129,130005390,Privé
4130,130005408,Privé
4131,130005416,Privé
4132,130005424,Privé
4133,130005432,Privé
4134,130005440,Privé
4135,130005457,Privé
4136,130005465,Public
4137,130005473,Public
4138,130005556,Public
4139,130005572,Privé
4140,130005580,Public
4141,130005598,Privé
4142,130005606,Public
4143,130005614,Privé
4144,130005648,Privé
4145,130005655,Privé
4146,130005689,Public
4147,130005713,Privé
4148,130005747,Privé
4149,130005754,Privé
4150,130005762,Privé
4151,130005788,Privé
4152,130005796,Privé
4153,130005804,Privé
4154,130005812,Privé
4155,130005846,Privé
4156,130005853,Privé
4157,130005952,Privé
4158,130005978,Privé
4159,130005986,Privé
4160,130005994,Privé
4161,130006018,Privé
4162,130006117,Privé
4163,130006166,Privé
4164,130006224,Privé
4165,130006240,Privé
4166,130006349,Privé
4167,130006430,Privé
4168,130006455,Privé
4169,130006463,Privé
4170,130006562,Privé
4171,130006570,Public
4172,130006646,Privé
4173,130006778,Privé
4174,130006786,Privé
4175,130006810,Privé
4176,130006828,Privé
4177,130006836,Privé
4178,130006877,Privé
4179,130006893,Privé
4180,130006901,Privé
4181,130006919,Privé
4182,130006943,Privé
4183,130006950,Privé
4184,130006968,Privé
4185,130006992,Privé
4186,130007016,Privé
4187,130007024,Public
4188,130007032,Privé
4189,130007057,Privé
4190,130007065,Privé
4191,130007073,Privé
4192,130007081,Privé
4193,130007099,Privé
4194,130007107,Public
4195,130007123,Privé
4196,130007149,Privé
4197,130007156,Privé
4198,130007164,Privé
4199,130007180,Privé
4200,130007198,Privé
4201,130007206,Privé
4202,130007230,Privé
4203,130007263,Privé
4204,130007271,Privé
4205,130007289,Privé
4206,130007321,Privé
4207,130007347,Privé
4208,130007354,Privé
4209,130007362,Privé
4210,130007388,Privé
4211,130007396,Privé
4212,130007404,Privé
4213,130007412,Privé
4214,130007420,Privé
4215,130007438,Privé
4216,130007446,Privé
4217,130007487,Privé
4218,130007495,Privé
4219,130007693,Privé
4220,130008139,Privé
4221,130008279,Privé
4222,130008295,Privé
4223,130008378,Privé
4224,130008386,Privé
4225,130008436,Privé
4226,130008477,Public
4227,130008659,Privé
4228,130008758,Privé
4229,130008824,Privé
4230,130008899,Privé
4231,130008956,Privé
4232,130008980,Privé
4233,130008998,Privé
4234,130009004,Privé
4235,130009020,Privé
4236,130009053,Privé
4237,130009087,Privé
4238,130009103,Privé
4239,130009137,Privé
4240,130009152,Privé
4241,130009186,Privé
4242,130009202,Privé
4243,130009236,Privé
4244,130009251,Privé
4245,130009285,Privé
4246,130009301,Privé
4247,130009335,Privé
4248,130009350,Privé
4249,130009368,Privé
4250,130009384,Privé
4251,130009400,Privé
4252,130009434,Privé
4253,130009459,Privé
4254,130009467,Privé
4255,130009483,Privé
4256,130009517,Privé
4257,130009533,Privé
4258,130009566,Privé
4259,130009582,Privé
4260,130009616,Privé
4261,130009632,Privé
4262,130009657,Privé
4263,130009673,Privé
4264,130009707,Privé
4265,130009723,Privé
4266,130009756,Privé
4267,130009772,Privé
4268,130009806,Privé
4269,130009822,Privé
4270,130009855,Privé
4271,130009871,Privé
4272,130009905,Privé
4273,130009921,Privé
4274,130009939,Privé
4275,130009954,Privé
4276,130009970,Privé
4277,130010002,Privé
4278,130010028,Privé
4279,130010036,Privé
4280,130010051,Privé
4281,130010085,Privé
4282,130010101,Privé
4283,130010135,Privé
4284,130010150,Privé
4285,130010184,Privé
4286,130010200,Privé
4287,130010234,Privé
4288,130010267,Privé
4289,130010283,Privé
4290,130010317,Privé
4291,130010333,Privé
4292,130010366,Privé
4293,130010382,Privé
4294,130010408,Privé
4295,130010416,Privé
4296,130010432,Privé
4297,130010457,Privé
4298,130010499,Privé
4299,130010507,Privé
4300,130010523,Privé
4301,130010556,Privé
4302,130010606,Privé
4303,130010622,Privé
4304,130010648,Privé
4305,130010671,Privé
4306,130010705,Privé
4307,130010721,Privé
4308,130010754,Privé
4309,130010770,Privé
4310,130010788,Privé
4311,130010804,Privé
4312,130010853,Privé
4313,130010887,Privé
4314,130010903,Privé
4315,130010937,Privé
4316,130010952,Privé
4317,130010978,Privé
4318,130010986,Privé
4319,130011000,Privé
4320,130011034,Privé
4321,130011067,Privé
4322,130011083,Privé
4323,130011117,Privé
4324,130011133,Privé
4325,130011158,Privé
4326,130011166,Privé
4327,130011182,Privé
4328,130011216,Privé
4329,130011232,Privé
4330,130011257,Privé
4331,130011273,Privé
4332,130011299,Privé
4333,130011307,Privé
4334,130011323,Privé
4335,130011349,Privé
4336,130011356,Privé
4337,130011372,Privé
4338,130011406,Privé
4339,130011422,Privé
4340,130011471,Privé
4341,130011505,Privé
4342,130011521,Privé
4343,130011539,Privé
4344,130011554,Privé
4345,130011570,Privé
4346,130011604,Privé
4347,130011620,Privé
4348,130011638,Privé
4349,130011653,Privé
4350,130011687,Privé
4351,130011703,Privé
4352,130011737,Privé
4353,130011752,Privé
4354,130011778,Privé
4355,130011786,Privé
4356,130011802,Privé
4357,130011836,Privé
4358,130011851,Privé
4359,130011869,Public
4360,130011901,Privé
4361,130011935,Privé
4362,130011950,Privé
4363,130011984,Privé
4364,130012016,Privé
4365,130012032,Privé
4366,130012057,Privé
4367,130012073,Privé
4368,130012107,Privé
4369,130012123,Privé
4370,130012156,Privé
4371,130012172,Privé
4372,130012206,Privé
4373,130012222,Privé
4374,130012255,Privé
4375,130012271,Privé
4376,130012305,Privé
4377,130012321,Privé
4378,130012354,Privé
4379,130012370,Privé
4380,130012388,Public
4381,130012404,Privé
4382,130012420,Privé
4383,130012453,Privé
4384,130012479,Privé
4385,130012487,Privé
4386,130012503,Privé
4387,130012537,Privé
4388,130012552,Privé
4389,130012578,Privé
4390,130012586,Privé
4391,130012602,Privé
4392,130012636,Privé
4393,130012651,Privé
4394,130012685,Privé
4395,130012701,Privé
4396,130012735,Privé
4397,130012750,Privé
4398,130012784,Privé
4399,130012800,Privé
4400,130012818,Privé
4401,130012834,Privé
4402,130012867,Privé
4403,130012883,Privé
4404,130012917,Privé
4405,130012933,Privé
4406,130012958,Public
4407,130012966,Privé
4408,130012982,Privé
4409,130013006,Privé
4410,130013022,Privé
4411,130013055,Privé
4412,130013071,Privé
4413,130013089,Privé
4414,130013105,Privé
4415,130013121,Privé
4416,130013139,Privé
4417,130013154,Privé
4418,130013170,Privé
4419,130013204,Privé
4420,130013253,Privé
4421,130013287,Privé
4422,130013303,Privé
4423,130013337,Privé
4424,130013352,Privé
4425,130013378,Privé
4426,130013386,Privé
4427,130013402,Privé
4428,130013436,Privé
4429,130013451,Privé
4430,130013469,Privé
4431,130013485,Privé
4432,130013501,Privé
4433,130013535,Privé
4434,130013550,Privé
4435,130013568,Privé
4436,130013584,Privé
4437,130013600,Privé
4438,130013634,Privé
4439,130013667,Privé
4440,130013683,Privé
4441,130013717,Privé
4442,130013733,Privé
4443,130013766,Privé
4444,130013782,Privé
4445,130013816,Privé
4446,130013832,Privé
4447,130013857,Privé
4448,130013873,Privé
4449,130013907,Privé
4450,130013923,Privé
4451,130013956,Privé
4452,130013972,Privé
4453,130013998,Privé
4454,130014004,Privé
4455,130014020,Privé
4456,130014038,Privé
4457,130014053,Privé
4458,130014103,Privé
4459,130014129,Privé
4460,130014137,Privé
4461,130014152,Privé
4462,130014186,Privé
4463,130014202,Privé
4464,130014228,Privé
4465,130014236,Privé
4466,130014251,Privé
4467,130014285,Privé
4468,130014301,Privé
4469,130014319,Privé
4470,130014335,Privé
4471,130014350,Privé
4472,130014384,Privé
4473,130014400,Privé
4474,130014434,Privé
4475,130014459,Privé
4476,130014467,Privé
4477,130014483,Privé
4478,130014517,Privé
4479,130014533,Privé
4480,130014566,Privé
4481,130014582,Privé
4482,130014616,Privé
4483,130014632,Privé
4484,130014657,Privé
4485,130014673,Privé
4486,130014707,Privé
4487,130014723,Privé
4488,130014749,Privé
4489,130014756,Privé
4490,130014772,Privé
4491,130014806,Privé
4492,130014822,Privé
4493,130014848,Privé
4494,130014855,Privé
4495,130014871,Privé
4496,130014905,Privé
4497,130014954,Privé
4498,130014970,Privé
4499,130014988,Public
4500,130015035,Privé
4501,130015050,Privé
4502,130015068,Privé
4503,130015084,Privé
4504,130015100,Privé
4505,130015134,Privé
4506,130015167,Privé
4507,130015183,Privé
4508,130015209,Privé
4509,130015217,Privé
4510,130015233,Privé
4511,130015308,Privé
4512,130015639,Privé
4513,130015779,Privé
4514,130015878,Privé
4515,130015928,Privé
4516,130016058,Privé
4517,130016298,Privé
4518,130016389,Privé
4519,130016488,Privé
4520,130016579,Privé
4521,130016769,Privé
4522,130016868,Privé
4523,130017148,Privé
4524,130017288,Privé
4525,130017338,Privé
4526,130017379,Privé
4527,130017528,Privé
4528,130017718,Privé
4529,130018039,Privé
4530,130018120,Privé
4531,130018948,Privé
4532,130019359,Privé
4533,130019599,Privé
4534,130019789,Privé
4535,130019839,Privé
4536,130019995,Privé
4537,130020068,Privé
4538,130020209,Privé
4539,130020308,Privé
4540,130020688,Privé
4541,130020779,Privé
4542,130020928,Privé
4543,130021140,Privé
4544,130021439,Privé
4545,130021546,Privé
4546,130021579,Privé
4547,130021678,Privé
4548,130021694,Privé
4549,130021710,Privé
4550,130021744,Privé
4551,130021769,Privé
4552,130021777,Privé
4553,130021793,Privé
4554,130021827,Privé
4555,130021843,Privé
4556,130021876,Privé
4557,130021892,Privé
4558,130021926,Privé
4559,130021942,Privé
4560,130021975,Privé
4561,130021991,Privé
4562,130022015,Privé
4563,130022031,Privé
4564,130022049,Privé
4565,130022064,Privé
4566,130022080,Privé
4567,130022114,Privé
4568,130022130,Privé
4569,130022163,Privé
4570,130022189,Privé
4571,130022197,Privé
4572,130022213,Privé
4573,130022247,Privé
4574,130022262,Privé
4575,130022296,Privé
4576,130022312,Privé
4577,130022346,Privé
4578,130022361,Privé
4579,130022395,Privé
4580,130022411,Privé
4581,130022429,Privé
4582,130022445,Privé
4583,130022460,Privé
4584,130022494,Privé
4585,130022510,Privé
4586,130022544,Privé
4587,130022577,Privé
4588,130022593,Privé
4589,130022627,Privé
4590,130022643,Privé
4591,130022668,Privé
4592,130022676,Privé
4593,130022692,Privé
4594,130022726,Privé
4595,130022742,Privé
4596,130022775,Privé
4597,130022791,Privé
4598,130022825,Privé
4599,130022841,Privé
4600,130022874,Privé
4601,130022890,Privé
4602,130022908,Privé
4603,130022924,Privé
4604,130022940,Privé
4605,130022965,Privé
4606,130022981,Privé
4607,130023013,Privé
4608,130023039,Public
4609,130023047,Privé
4610,130023062,Privé
4611,130023096,Privé
4612,130023112,Privé
4613,130023146,Privé
4614,130023161,Privé
4615,130023195,Privé
4616,130023211,Privé
4617,130023229,Privé
4618,130023245,Privé
4619,130023260,Privé
4620,130023294,Privé
4621,130023310,Privé
4622,130023328,Privé
4623,130023344,Privé
4624,130023377,Privé
4625,130023393,Privé
4626,130023419,Privé
4627,130023427,Privé
4628,130023443,Privé
4629,130023476,Privé
4630,130023492,Privé
4631,130023526,Privé
4632,130023575,Privé
4633,130023591,Privé
4634,130023641,Privé
4635,130023674,Privé
4636,130023690,Privé
4637,130023708,Privé
4638,130023724,Privé
4639,130023740,Privé
4640,130023765,Privé
4641,130023781,Privé
4642,130023815,Privé
4643,130023831,Privé
4644,130023849,Privé
4645,130023864,Privé
4646,130023880,Privé
4647,130023914,Privé
4648,130023930,Privé
4649,130023963,Privé
4650,130023997,Privé
4651,130024011,Privé
4652,130024045,Privé
4653,130024060,Privé
4654,130024094,Privé
4655,130024110,Privé
4656,130024144,Privé
4657,130024177,Privé
4658,130024193,Privé
4659,130024227,Privé
4660,130024276,Privé
4661,130024292,Privé
4662,130024326,Privé
4663,130024342,Privé
4664,130024375,Privé
4665,130024391,Privé
4666,130024425,Privé
4667,130024441,Privé
4668,130024474,Privé
4669,130024490,Privé
4670,130024508,Privé
4671,130024524,Privé
4672,130024540,Privé
4673,130024565,Privé
4674,130024581,Privé
4675,130024615,Privé
4676,130024631,Privé
4677,130024664,Privé
4678,130024680,Privé
4679,130024698,Privé
4680,130024714,Privé
4681,130024730,Privé
4682,130024763,Privé
4683,130024797,Privé
4684,130024813,Privé
4685,130024839,Privé
4686,130024847,Privé
4687,130024862,Privé
4688,130024896,Privé
4689,130024912,Privé
4690,130024938,Privé
4691,130024946,Privé
4692,130024961,Privé
4693,130024995,Privé
4694,130025026,Privé
4695,130025042,Privé
4696,130025075,Privé
4697,130025091,Privé
4698,130025125,Privé
4699,130025141,Privé
4700,130025174,Privé
4701,130025190,Privé
4702,130025224,Privé
4703,130025240,Privé
4704,130025265,Privé
4705,130025281,Privé
4706,130025315,Privé
4707,130025331,Privé
4708,130025364,Privé
4709,130025430,Privé
4710,130025463,Privé
4711,130025547,Privé
4712,130025562,Privé
4713,130025596,Privé
4714,130025612,Privé
4715,130025638,Privé
4716,130025646,Privé
4717,130025661,Privé
4718,130025695,Privé
4719,130025711,Privé
4720,130025745,Privé
4721,130025760,Privé
4722,130025794,Privé
4723,130025810,Privé
4724,130025828,Privé
4725,130025844,Privé
4726,130025877,Privé
4727,130025893,Privé
4728,130025927,Privé
4729,130025943,Privé
4730,130025976,Privé
4731,130025992,Privé
4732,130026008,Privé
4733,130026024,Privé
4734,130026040,Privé
4735,130026065,Privé
4736,130026081,Privé
4737,130026115,Privé
4738,130026149,Privé
4739,130026164,Privé
4740,130026214,Privé
4741,130026230,Privé
4742,130026263,Privé
4743,130026297,Privé
4744,130026313,Privé
4745,130026339,Privé
4746,130026347,Privé
4747,130026362,Privé
4748,130026388,Public
4749,130026396,Privé
4750,130026412,Privé
4751,130026446,Privé
4752,130026461,Privé
4753,130026479,Privé
4754,130026495,Privé
4755,130026511,Privé
4756,130026545,Privé
4757,130026560,Privé
4758,130026594,Privé
4759,130026610,Privé
4760,130026628,Privé
4761,130026644,Privé
4762,130026677,Privé
4763,130026693,Privé
4764,130026727,Privé
4765,130026743,Privé
4766,130026776,Privé
4767,130026792,Privé
4768,130026826,Privé
4769,130026842,Privé
4770,130026875,Privé
4771,130026891,Privé
4772,130026925,Privé
4773,130026941,Privé
4774,130026974,Privé
4775,130026990,Privé
4776,130027014,Privé
4777,130027048,Privé
4778,130027063,Privé
4779,130027113,Privé
4780,130027139,Privé
4781,130027147,Privé
4782,130027162,Privé
4783,130027196,Privé
4784,130027212,Privé
4785,130027246,Privé
4786,130027261,Privé
4787,130027295,Privé
4788,130027311,Privé
4789,130027345,Privé
4790,130027360,Privé
4791,130027394,Privé
4792,130027410,Privé
4793,130027444,Privé
4794,130027477,Privé
